age,gender,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,join_year,join_month,join_day,last_visit_hour,last_visit_min,last_visit_sec,churn_risk_score
30,1,0,0,1,1,2,1,15,68.19,21111.9,23,574.01,1,1,1,3,0,2016,10,13,22,46,55,1
26,1,2,2,1,3,1,2,3,215.89,41979.65,9,0.0,0,1,0,1,0,2017,11,29,14,55,59,1
26,0,1,2,1,3,1,2,20,194.85,5912.06,13,568.34,1,0,0,1,0,2017,7,1,4,16,41,1
24,1,0,4,1,3,1,0,15,210.44,35531.98,25,745.49,1,0,0,1,0,2016,10,10,21,6,8,0
22,1,1,2,1,3,3,2,4,930.21,8415.63,17,650.44,0,1,1,3,0,2017,6,2,0,22,50,1
33,0,1,4,1,0,1,2,12,394.26,34697.85,19,752.3,1,0,1,0,0,2017,2,2,5,6,3,0
17,1,0,3,0,1,1,2,6,348.07,94100.72,4,824.95,1,1,0,1,1,2015,12,20,1,51,39,0
58,0,3,1,0,3,2,1,11,30.78,48080.03,10,713.62,1,0,0,1,0,2017,11,9,21,21,14,0
41,1,1,3,0,3,0,0,13,282.87,27528.03,27,743.8,1,0,0,1,0,2016,11,20,23,21,15,0
50,1,0,4,0,0,1,2,18,154.7,24197.4,29,0.0,0,1,1,2,0,2015,10,25,3,10,2,0
38,1,1,1,0,1,2,1,8,324.75,28535.13,27,770.31,1,1,1,2,0,2017,10,15,12,5,44,0
20,1,0,5,1,3,1,0,16,237.39,25000.09,16,704.4,0,1,0,1,0,2015,1,27,4,11,19,1
35,0,3,1,0,0,2,0,20,148.24,30984.56,11,729.04,1,0,0,1,0,2016,10,30,5,36,3,0
43,1,1,4,0,3,0,2,16,773.83,9091.94,20,700.4,0,1,0,1,0,2017,4,26,3,32,50,0
32,1,0,5,1,3,3,0,13,117.68,19822.82,43,0.0,1,0,0,1,0,2017,7,24,2,35,2,0
40,0,1,3,1,1,2,0,18,251.06,63416.63,12,1087.18,0,1,1,3,1,2015,8,22,11,27,38,0
40,0,1,5,1,0,2,2,13,46.57,24045.93,8,709.73,0,1,0,1,0,2017,8,21,2,12,51,0
48,0,1,2,1,0,2,2,12,539.49,49270.76,12,503.95,1,0,0,1,0,2017,3,17,8,24,51,1
35,1,1,4,0,1,2,1,12,34.48,48679.07,6,779.59,1,0,0,1,0,2015,5,11,9,20,14,0
28,1,3,1,1,1,2,0,9,615.34,13131.05,13,820.91,1,1,0,1,1,2017,5,17,9,42,14,0
40,1,1,4,1,1,1,0,3,33.82,39735.58,25,784.32,1,0,1,0,0,2017,1,31,14,31,59,0
18,0,0,0,1,0,2,1,20,156.06,4783.23,29,597.87,1,0,1,0,0,2016,6,17,21,33,45,0
35,1,1,2,1,3,2,1,4,157.03,22975.33,18,548.1,0,1,0,1,0,2017,11,27,22,34,23,1
43,1,1,2,0,0,3,1,11,227.23,29602.15,24,663.63,0,1,1,4,0,2015,4,6,13,41,4,1
28,1,3,0,0,1,1,1,4,457.33,20883.28,14,549.36,0,1,0,1,0,2017,10,29,12,46,58,1
53,1,1,3,0,3,3,0,6,228.02,46353.54,19,302.01,1,0,1,0,2,2017,1,27,12,50,50,0
59,0,1,2,1,1,1,0,13,207.52,12556.28,10,44.6,0,1,0,1,2,2017,6,8,10,53,3,1
39,1,0,2,0,1,1,1,13,98.57,2645.63,23,674.42,0,1,0,1,0,2016,12,1,4,4,47,1
11,1,0,1,0,0,3,2,23,176.31,8983.02,25,707.46,0,1,1,2,0,2016,6,22,1,42,15,1
37,1,3,2,1,3,0,1,17,687.16,29101.96,18,713.82,1,1,0,1,0,2016,5,17,3,29,16,1
53,1,0,2,0,0,1,2,13,253.96,19233.1,25,1032.2,1,0,1,2,0,2017,4,6,6,24,30,1
47,1,1,5,1,3,3,2,10,131.86,26399.43,17,757.01,0,1,1,3,0,2015,7,22,17,26,6,0
50,1,1,1,1,0,1,2,19,65.39,17054.69,21,353.37,0,1,1,2,2,2015,1,21,18,29,15,0
49,0,0,5,1,1,3,2,3,74.9,41612.23,28,1196.57,0,1,1,3,2,2016,8,25,10,39,5,1
54,1,1,5,1,0,2,1,20,687.63,42060.89,24,684.69,1,0,1,0,0,2017,6,21,4,30,27,1
30,1,3,1,0,3,1,0,9,97.74,32347.7,27,0.0,0,1,0,1,0,2016,9,17,10,45,58,0
25,0,0,5,0,3,3,1,13,135.21,3561.26,17,0.0,1,0,1,2,0,2015,8,20,4,45,26,0
53,0,0,4,0,1,1,2,18,172.99,9044.15,8,763.14,1,0,1,3,1,2015,4,2,21,35,56,0
54,1,2,0,0,0,2,0,13,254.72,11345.66,7,572.41,0,1,1,3,0,2015,8,7,19,26,54,1
62,0,0,2,0,3,0,0,5,304.52,47658.52,29,699.19,0,1,1,2,0,2016,10,13,7,55,41,1
55,1,0,3,1,0,0,1,1,1316.52,2367.56,25,441.84,1,0,0,1,2,2015,4,14,22,44,4,0
30,0,2,2,1,0,1,2,13,264.54,40756.7,26,628.31,1,0,0,1,0,2017,11,13,8,37,37,1
51,1,1,4,1,3,1,2,13,135.09,48819.9,8,0.0,1,0,1,3,0,2015,12,10,10,11,22,0
29,1,3,5,1,1,2,0,12,123.37,13032.52,6,0.0,1,0,0,1,2,2017,11,7,5,44,2,1
16,1,0,5,1,1,1,0,9,355.31,20457.22,5,1233.77,1,1,1,3,0,2017,11,6,6,48,52,0
25,0,3,1,1,3,2,1,11,31.88,35414.54,20,788.67,0,1,0,1,2,2017,5,18,15,0,18,0
62,0,0,0,0,0,2,2,14,125.0,38802.24,28,0.0,0,1,1,4,2,2017,7,6,10,16,47,1
24,0,1,4,1,3,1,0,5,181.34,43554.96,1,728.69,1,0,1,3,1,2017,8,29,20,42,49,0
48,1,0,2,1,2,1,1,8,960.62,13954.02,17,631.15,0,1,1,2,0,2015,3,27,18,59,30,1
56,1,3,0,1,0,1,2,24,48.59,28071.04,16,533.05,0,1,1,2,0,2017,8,22,18,27,8,1
17,1,2,0,1,0,1,2,12,30.12,15027.14,12,0.0,0,1,0,1,2,2016,12,28,13,52,30,1
23,0,1,1,1,3,1,2,21,727.69,4919.72,13,758.83,1,1,0,1,0,2016,8,4,10,53,56,0
59,1,3,1,1,3,0,1,8,899.04,49614.88,23,758.69,1,0,0,1,0,2015,9,1,0,41,3,0
23,1,0,1,1,0,1,2,10,934.35,11955.94,24,630.8,0,1,1,4,0,2015,6,21,7,5,14,1
52,0,0,0,1,0,2,1,4,826.51,14877.24,25,522.61,1,0,0,1,0,2017,11,13,20,27,36,1
49,0,1,4,0,1,1,1,21,115.41,41156.81,27,741.02,0,1,0,1,0,2016,9,2,16,9,53,0
30,1,2,4,0,1,3,2,7,481.45,4207.45,28,776.36,1,1,0,1,0,2017,5,14,1,7,51,0
27,1,0,5,0,0,2,1,21,357.45,29825.45,9,665.63,0,1,1,2,0,2016,10,23,19,13,1,1
56,1,0,1,0,3,1,0,21,1386.23,9454.17,19,778.27,1,0,0,1,0,2016,4,24,2,55,41,0
11,1,2,5,0,0,1,0,15,96.14,11995.93,19,207.17,1,0,0,1,0,2016,8,24,10,45,18,1
31,0,1,5,0,0,0,2,10,428.05,6325.08,28,80.09,0,1,0,1,0,2017,4,13,18,41,44,1
29,1,1,4,0,1,1,2,14,42.48,16098.94,21,766.85,1,0,1,2,0,2016,5,7,10,59,38,0
31,0,0,5,1,3,2,2,24,33.91,23226.43,7,762.48,0,1,1,2,0,2016,4,20,10,24,44,0
11,0,1,0,0,1,1,1,8,1060.53,10990.31,16,271.71,1,0,0,1,0,2015,3,10,12,23,20,1
14,1,1,0,0,0,1,1,13,1156.43,32302.27,24,520.33,0,1,0,1,0,2017,7,19,15,34,53,1
26,1,0,5,0,1,2,1,7,187.91,17002.23,11,700.11,0,1,0,1,0,2017,11,14,9,43,15,0
51,1,3,3,0,3,1,0,3,494.08,40667.27,19,809.83,1,0,0,1,1,2017,9,22,16,51,53,0
43,0,3,5,1,0,2,0,20,771.42,16186.76,8,633.22,1,0,0,1,0,2016,12,12,20,43,54,1
23,1,1,1,0,1,1,0,12,109.76,46102.66,8,783.03,1,0,0,1,0,2016,3,17,12,10,42,0
57,1,1,1,1,1,1,2,13,56.63,10171.97,23,757.61,1,0,1,3,2,2015,8,30,12,52,22,0
17,1,2,1,1,1,2,2,21,81.15,46109.6,17,270.47,1,0,0,1,2,2015,11,12,22,48,57,1
42,1,0,3,1,0,2,2,10,1195.73,31504.62,10,1207.25,1,0,0,1,0,2015,6,8,16,48,16,0
21,0,0,5,0,0,3,1,7,99.95,22865.42,21,0.0,0,1,0,1,2,2016,3,11,8,26,10,0
46,1,3,2,1,0,2,0,21,287.39,44809.68,27,629.6,0,1,0,1,0,2017,3,16,21,40,49,1
41,1,2,5,1,1,1,0,13,892.02,36394.44,26,630.98,1,1,1,4,0,2016,11,25,16,58,58,1
61,1,0,0,1,1,2,1,7,115.29,13019.31,14,164.07,1,0,1,3,0,2017,5,31,16,22,43,1
15,0,0,4,0,1,1,0,5,185.05,43833.54,15,743.57,0,1,0,1,0,2015,8,4,8,50,18,0
56,1,2,1,1,0,1,1,16,30.16,33886.44,5,670.11,0,1,0,1,0,2016,7,8,14,23,57,1
35,1,0,1,0,3,0,0,17,219.13,70247.76,3,1293.17,1,1,0,1,1,2015,3,26,23,40,39,0
57,1,1,2,1,0,2,2,8,400.35,30248.45,9,660.25,0,1,1,4,0,2015,1,13,17,11,2,1
64,1,1,2,0,0,1,2,20,49.24,39981.97,12,648.6,1,0,1,2,0,2015,3,16,20,56,30,1
21,1,1,0,1,0,2,1,16,590.85,21919.13,14,610.24,1,0,1,2,0,2017,2,28,11,52,2,1
53,0,1,1,0,0,2,2,22,1142.15,34918.7,6,699.08,1,0,1,3,0,2017,1,27,16,36,42,1
26,1,3,2,1,0,1,1,16,138.33,8025.77,29,1016.79,1,0,0,1,0,2017,6,26,19,47,41,1
61,1,1,1,1,0,2,1,7,516.46,45544.33,29,780.96,0,1,1,4,0,2016,1,8,23,11,54,0
30,1,1,2,0,3,1,0,19,211.19,2554.48,10,622.45,1,1,1,2,0,2015,4,28,1,15,19,1
38,1,1,1,1,1,1,0,19,942.84,49037.16,6,0.0,0,1,0,1,2,2015,8,13,0,12,11,0
35,0,0,1,0,3,2,0,10,267.45,32922.76,8,701.45,0,1,0,1,2,2015,6,24,22,58,40,1
61,0,2,2,1,1,1,2,22,34.37,3862.41,10,602.86,0,1,0,1,0,2017,7,17,20,14,13,1
53,1,0,1,0,0,1,1,19,213.34,8860.9,6,671.74,1,0,1,2,0,2017,5,5,1,28,39,1
55,1,1,2,0,0,3,2,23,50.48,8944.54,25,626.96,1,0,1,4,0,2017,11,26,5,31,13,1
23,1,0,0,1,0,2,2,13,1044.24,26060.01,22,684.88,1,0,1,2,0,2016,1,30,6,40,31,1
11,1,1,4,1,1,0,1,13,628.79,33199.52,22,777.94,1,0,1,0,0,2015,4,23,14,1,27,0
22,1,1,2,0,1,3,1,17,56.58,41050.72,15,0.0,1,0,1,2,0,2017,10,7,18,14,11,1
37,1,3,5,1,1,2,0,11,172.07,23587.32,28,326.13,1,0,0,1,0,2015,2,4,4,23,34,1
31,1,2,3,0,0,1,2,6,44.99,3087.16,8,750.95,1,0,0,1,2,2016,3,15,12,35,34,0
20,1,0,3,0,1,2,1,11,144.33,54420.14,5,0.0,0,1,0,1,1,2016,12,22,3,36,18,0
53,1,0,4,1,3,0,0,7,787.74,20129.88,12,0.0,1,0,1,3,1,2017,9,2,15,0,27,0
38,0,0,0,1,1,3,0,26,30.49,37139.89,20,627.26,1,0,0,1,0,2017,5,24,17,28,17,1
59,0,0,0,0,3,0,2,8,400.21,33996.1,38,697.6,1,1,0,1,0,2016,8,31,22,42,13,1
50,0,1,1,1,0,2,0,13,103.36,39610.89,10,653.12,1,0,1,2,0,2016,2,26,23,53,44,1
64,0,0,5,1,0,2,1,8,58.15,27995.24,18,0.0,1,0,0,1,0,2015,3,30,17,6,32,0
27,0,1,1,1,0,2,2,10,862.2,35895.98,21,0.0,0,1,0,1,2,2017,3,27,10,13,2,1
12,0,1,1,1,3,1,2,9,412.22,1313.11,18,733.13,1,1,0,1,1,2017,10,7,10,55,48,0
29,0,3,4,0,1,2,2,19,222.69,18297.21,2,774.47,0,1,1,0,1,2016,1,4,18,36,7,0
39,0,0,5,0,1,2,2,16,283.85,3888.65,18,959.92,1,0,0,1,1,2016,9,27,3,57,34,0
37,0,0,4,1,0,1,0,17,136.19,6965.48,5,1181.87,1,0,0,1,0,2017,5,21,15,51,5,0
37,0,1,1,0,1,2,2,5,32.29,63097.55,13,780.09,0,1,0,1,1,2016,2,9,9,50,46,0
21,1,1,5,0,1,1,2,12,145.45,48500.63,11,727.97,0,1,1,2,0,2015,7,1,10,40,52,0
64,0,1,0,0,0,2,0,10,313.84,23211.35,15,573.16,1,0,0,1,0,2017,9,26,21,30,56,1
56,0,1,5,1,3,2,2,11,254.72,28425.26,11,789.3,1,1,0,1,2,2016,2,3,15,52,11,0
37,0,1,0,0,1,1,0,9,206.56,13037.39,13,616.68,1,0,1,3,0,2016,7,21,3,50,58,1
55,1,1,0,0,1,2,2,21,51.75,27564.76,24,660.59,0,1,0,1,0,2016,10,7,5,53,40,1
18,1,0,0,1,3,2,0,10,117.9,49537.82,7,528.08,1,0,1,2,0,2016,5,10,3,33,17,1
27,0,2,5,1,1,3,1,2,484.45,83453.57,14,788.97,0,1,1,4,1,2017,9,27,3,23,24,0
57,1,1,4,0,3,2,2,6,32.89,16340.59,2,0.0,1,0,1,3,0,2017,10,26,4,12,57,0
48,0,0,0,1,0,1,1,15,77.18,49448.05,5,605.23,0,1,1,0,0,2017,9,23,0,35,46,1
54,1,1,0,0,0,1,2,8,60.77,45095.33,1,692.59,1,0,0,1,0,2016,7,24,18,0,30,1
52,0,3,1,0,3,2,1,15,197.85,42084.72,18,710.7,0,1,0,1,0,2017,12,31,8,42,23,0
33,0,1,3,1,3,0,1,11,502.4,4714.82,24,472.8,1,0,0,1,0,2017,9,20,5,44,42,0
35,1,1,2,1,0,2,0,6,33.96,6175.77,22,545.14,1,0,0,1,0,2017,3,5,2,47,53,1
42,1,0,3,1,3,0,1,13,617.09,33226.66,17,1053.42,1,1,1,0,0,2015,10,6,6,27,36,0
39,0,0,1,0,1,1,0,9,34.93,42965.53,29,630.68,0,1,1,2,0,2017,10,27,20,50,56,1
50,0,0,1,1,3,1,0,20,198.19,20710.0,10,0.0,0,1,1,4,0,2016,6,15,14,22,39,1
29,1,0,4,1,1,1,2,11,317.25,17951.87,17,753.97,0,1,0,1,0,2015,1,8,22,58,44,0
47,1,1,2,1,0,3,0,5,876.87,41927.46,17,636.3,1,0,1,3,0,2017,1,5,7,26,31,0
16,0,0,1,0,1,3,2,8,133.36,21896.63,13,644.25,1,0,0,1,2,2017,4,30,22,54,48,1
48,1,2,0,1,3,3,0,8,522.81,27264.0,11,556.79,1,1,1,3,0,2015,12,28,6,44,5,1
14,0,0,2,0,1,1,0,10,33.34,46392.24,24,582.93,1,0,0,1,0,2016,12,19,18,22,33,1
13,0,3,4,0,1,2,0,5,84.05,10423.83,29,1044.82,0,1,1,0,2,2016,11,28,6,53,31,0
56,0,1,2,1,3,1,2,19,69.22,14117.54,12,523.54,0,1,1,3,0,2016,9,4,20,17,36,1
64,0,0,5,0,1,1,1,14,32.16,67458.29,14,764.62,1,0,1,3,1,2016,9,29,0,50,5,0
47,1,1,2,1,1,0,2,20,692.73,18404.11,19,1072.75,1,0,1,0,0,2015,3,14,5,39,14,1
45,1,1,4,1,0,2,1,14,38.65,1225.14,9,700.07,1,0,1,4,0,2017,4,4,17,19,41,0
19,0,1,4,1,3,2,0,20,31.98,14432.03,24,730.04,1,0,1,2,0,2016,3,30,21,43,53,0
21,0,1,5,0,0,3,1,12,283.79,38527.24,26,760.53,1,0,1,0,2,2017,3,23,11,57,54,0
60,1,0,5,1,0,0,1,9,1185.91,29872.64,8,744.29,1,0,1,3,0,2015,7,27,15,15,8,0
32,1,1,1,0,0,2,1,17,329.16,37811.56,27,757.14,0,1,1,4,0,2017,11,11,8,7,36,0
36,0,1,4,1,1,0,0,7,700.63,26571.36,13,738.84,1,1,0,1,1,2017,12,9,11,59,47,0
52,0,1,0,0,1,2,2,3,166.57,45964.8,17,630.0,1,0,1,0,0,2016,8,24,5,10,18,1
39,1,1,2,1,3,2,0,12,126.05,43632.02,16,594.51,1,0,0,1,0,2016,12,29,12,4,43,1
42,0,0,5,0,1,1,0,11,428.35,26483.73,14,713.42,0,1,0,1,2,2016,9,3,21,19,8,0
56,1,1,5,1,0,3,2,16,148.06,15456.63,29,984.33,0,1,1,3,2,2017,5,3,9,14,11,1
17,0,1,1,0,0,1,0,15,196.56,1246.57,22,766.76,1,0,1,3,2,2017,7,12,17,8,48,0
56,1,1,2,0,3,1,2,10,359.98,38699.34,29,560.14,0,1,1,0,0,2016,8,30,15,15,0,0
41,1,1,0,0,1,2,0,9,493.22,20294.0,23,0.0,1,0,0,1,0,2015,5,11,5,58,17,1
42,0,0,0,0,1,3,1,4,316.14,13516.16,20,659.85,0,1,1,2,0,2017,5,13,15,40,49,1
43,1,2,1,1,1,1,1,19,107.18,16027.34,4,1059.64,0,1,1,2,1,2017,5,14,10,21,20,0
12,0,0,2,1,1,3,2,22,108.2,2998.4,26,678.14,1,0,1,0,0,2015,6,11,0,11,54,1
23,0,3,0,0,1,1,1,11,900.21,14865.87,25,0.0,0,1,1,2,2,2015,5,13,14,55,27,1
14,0,1,1,0,1,0,2,5,407.97,19138.74,12,0.0,0,1,0,1,0,2015,7,2,20,13,47,1
62,0,1,1,1,3,2,0,6,308.28,38497.78,21,792.37,1,0,1,4,0,2015,10,18,23,1,3,0
56,1,1,0,1,3,1,1,5,732.71,47547.72,15,936.36,1,1,1,4,0,2016,7,23,2,8,29,1
41,1,2,1,1,1,1,0,22,188.96,40428.78,23,614.25,0,1,1,3,0,2015,6,14,13,58,51,1
18,0,1,1,0,3,1,2,21,32.82,46250.9,2,779.89,1,0,0,1,1,2016,5,2,15,41,22,0
63,1,3,1,1,0,0,0,17,1099.5,95625.4,13,0.0,0,1,0,1,1,2017,3,25,22,19,51,0
23,1,0,1,1,3,1,0,15,547.87,36383.39,4,763.15,0,1,1,2,1,2017,12,8,8,16,0,0
17,1,0,3,1,0,1,1,14,80.4,15214.2,16,761.95,1,0,0,1,2,2017,10,30,4,38,3,0
42,0,0,1,0,3,1,2,8,179.84,39667.91,10,38.08,0,1,0,1,0,2016,3,28,0,30,47,0
31,0,0,5,1,3,1,2,10,731.24,36981.7,26,774.16,0,1,1,4,0,2017,2,1,18,56,15,0
12,0,1,1,0,0,3,2,13,49.19,35209.09,10,799.43,0,1,1,0,1,2017,6,2,7,15,44,0
63,1,2,3,0,1,2,0,15,30.66,15079.52,23,469.57,1,0,0,1,0,2017,11,13,14,38,0,0
15,1,0,3,0,1,3,2,13,93.76,28456.92,5,704.31,0,1,0,1,0,2015,12,18,10,15,3,0
30,1,0,2,0,0,1,2,13,121.38,13374.01,12,693.0,1,0,0,1,0,2015,11,6,21,19,3,1
59,1,1,2,1,0,2,1,10,628.79,40093.14,55,622.06,0,1,0,1,0,2015,1,29,5,25,51,1
23,1,0,2,0,1,1,0,11,31.45,18606.73,24,621.94,0,1,0,1,0,2015,8,4,6,35,32,1
32,0,1,5,0,3,2,2,24,38.88,41019.89,19,750.83,0,1,1,2,1,2015,6,22,9,31,2,0
11,1,2,4,1,1,2,2,12,85.52,10636.13,5,730.02,0,1,0,1,0,2015,5,3,3,24,9,0
42,1,0,3,1,0,3,1,22,1097.82,27380.8,27,799.91,0,1,1,3,0,2016,7,30,21,51,5,0
12,1,1,2,0,3,1,2,8,322.3,14310.09,11,559.25,1,0,0,1,0,2017,11,1,21,24,47,1
45,1,0,4,1,1,3,2,13,31.2,37295.99,25,1196.6,0,1,0,1,0,2015,7,1,0,36,22,0
55,0,0,1,0,3,2,0,12,291.94,97643.81,5,713.99,1,1,0,1,1,2015,8,6,11,24,45,0
16,0,0,5,0,3,1,2,13,343.13,32605.84,16,335.26,0,1,0,1,0,2017,2,27,2,31,57,1
56,1,0,3,1,1,2,0,19,180.37,21460.83,27,240.16,1,0,0,1,0,2016,2,11,21,38,24,0
24,0,1,5,1,1,3,1,23,31.81,36494.51,24,622.69,0,1,0,1,0,2016,11,8,18,48,58,1
24,0,1,3,0,3,2,1,12,31.86,21842.03,19,743.44,0,1,0,1,0,2015,1,14,4,44,7,0
53,1,1,0,0,0,3,1,5,428.81,40698.54,9,600.39,0,1,1,3,0,2015,6,11,12,27,16,1
12,0,1,2,0,0,3,2,17,97.85,31574.54,28,0.0,0,1,0,1,0,2015,8,18,3,0,30,1
58,1,1,0,0,3,1,0,19,1223.77,47756.12,15,631.09,1,0,0,1,2,2015,2,19,21,35,10,1
63,0,3,4,0,0,2,1,15,1090.92,12483.66,2,705.75,1,1,1,3,1,2017,6,16,11,8,3,0
62,1,1,1,0,1,2,1,13,402.05,20411.69,15,517.35,1,0,0,1,1,2016,7,7,16,25,44,0
48,0,3,3,1,1,1,1,2,33.18,24394.24,16,1042.09,0,1,1,0,0,2015,4,9,19,26,49,0
60,1,1,1,1,2,2,0,9,54.08,19078.81,17,752.88,1,0,1,2,0,2015,11,1,15,30,2,0
64,0,0,0,1,1,0,0,9,408.27,36532.11,16,621.72,0,1,0,1,0,2017,8,19,14,10,26,1
11,0,2,0,1,1,2,0,5,106.24,47511.49,11,559.8,1,0,0,1,0,2016,12,10,13,3,40,1
39,1,0,2,1,1,1,1,15,46.22,35937.37,6,0.0,1,0,0,1,0,2015,6,2,6,32,47,1
52,0,0,2,0,3,3,0,15,45.45,47218.23,29,632.14,0,1,0,1,0,2016,10,9,0,11,39,1
54,0,1,1,1,1,2,0,2,67.48,47619.23,10,754.69,0,1,0,1,1,2016,11,11,13,20,56,0
12,1,1,5,1,0,2,2,2,226.47,27477.44,16,748.61,1,0,0,1,0,2015,4,23,5,27,10,0
49,0,2,1,1,0,2,0,9,714.55,10779.16,23,734.08,1,0,0,1,0,2015,1,5,20,54,58,0
23,1,1,4,0,3,1,2,16,125.89,77291.02,1,1085.77,1,0,1,2,1,2017,2,3,20,24,42,0
62,0,3,2,1,0,2,1,17,112.9,20038.77,12,274.32,0,1,0,1,0,2017,4,10,23,20,7,1
45,1,2,5,0,0,2,0,19,105.91,46063.59,6,761.41,1,0,1,0,0,2017,9,13,18,54,56,0
17,0,2,5,1,3,2,2,9,154.43,11333.18,18,740.91,1,0,0,1,0,2015,12,13,11,52,48,0
22,1,3,0,1,3,1,2,10,589.12,36545.91,12,680.88,1,0,1,4,0,2015,3,3,8,34,51,1
28,1,0,3,1,3,2,2,16,43.58,23397.98,8,759.48,1,0,0,1,0,2017,7,24,15,28,1,0
61,0,1,2,1,1,1,2,20,100.33,34614.42,15,642.93,0,1,1,3,2,2017,1,26,7,31,27,1
64,1,1,1,1,1,1,1,11,449.03,33430.37,14,435.95,0,1,1,2,1,2016,10,17,12,7,21,0
37,1,1,5,1,3,2,2,7,43.78,17353.48,21,282.36,1,0,0,1,0,2016,8,29,2,16,31,1
